epoch,loss,test_auc,watermark_auc
10,0.46213871240615845,0.963828409575991,0.25517120872991506
20,0.4349513649940491,0.9757628874524069,0.2442631699740148
30,0.42618030309677124,0.9815773331658859,0.2397598309294878
40,0.42051616311073303,0.98506822465838,0.23661773075451353
50,0.4157004952430725,0.9871072469062894,0.23796084236013695
60,0.4132848381996155,0.9888353449501655,0.2381207798332459
70,0.41041719913482666,0.9904297025877284,0.23815788723884607
80,0.40679165720939636,0.9915561170741571,0.2401087581268401
90,0.40501126646995544,0.9925075718272719,0.24147140391933397
100,0.40390345454216003,0.9929839664231515,0.24343880631655795
